,Unnamed: 0,ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_y_mean,macc_z_mean,e4acc_x_mean,e4acc_y_mean,e4acc_z_mean,Class
787,787,2018_11_02_07_40,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,0.8316352136298929,0.0805288259622609,9.96221026198202,-0.6168863932291667,0.3654866536458333,0.3826334635416666,C
788,788,2018_11_02_07_41,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.017027363680677,-0.0941182819932767,10.014063798599429,-0.6933186848958334,0.0826009114583333,0.3159505208333333,C
789,789,2018_11_02_07_42,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0081960449916096,-0.0940343818242866,10.01484056239506,-0.5876953125,0.0469970703125,0.4282877604166666,C
790,790,2018_11_02_07_43,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0115381404815202,-0.0900573742116456,10.011555510078365,-0.3598307291666666,-0.7259847005208333,0.3375325520833333,C
791,791,2018_11_02_07_44,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0075969580347146,-0.091349652877379,10.007145111982055,-0.6740885416666667,0.453173828125,0.560107421875,C
792,792,2018_11_02_07_45,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0091546628779389,-0.0928510562144451,10.008113013437788,-0.6737060546875,0.443115234375,0.5642659505208333,C
793,793,2018_11_02_07_46,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.006674668085103,-0.0942371731058227,10.007364960246331,-0.673291015625,0.4365641276041667,0.5664143880208333,C
794,794,2018_11_02_07_47,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0043180020436724,-0.0894434073208277,10.010255167413238,0.1684063965607087,-0.8697075299635226,0.2829680171964565,C
795,795,2018_11_02_07_48,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.004664366703974,-0.0896371970251815,10.012053765528766,0.2819417317708333,-0.8752360026041667,0.2971598307291667,C
796,796,2018_11_02_07_49,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0070044427771525,-0.0862663312681966,10.008732314109706,0.2198649088541666,-0.885986328125,0.3186686197916666,C
797,797,2018_11_02_07_50,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0080205681410948,-0.08278361243617,10.00655526483759,0.1849202473958333,-0.8902180989583334,0.3430501302083333,C
798,798,2018_11_02_07_51,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.005741653639421,-0.0855933809658455,10.010756508398606,0.19375,-0.8878173828125,0.3492431640625,C
799,799,2018_11_02_07_52,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0118223351063869,-0.0788880076416569,10.003694532474752,0.2032958984375,-0.8826253255208333,0.3503011067708333,C
800,800,2018_11_02_07_53,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0100447799552068,-0.0786333055111976,10.003868851063794,0.212109375,-0.8757568359375,0.3541585286458333,C
801,801,2018_11_02_07_54,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0141361045352733,-0.0786011323118699,10.005469442889066,0.145361328125,-0.8843994140625,0.3491536458333333,C
802,802,2018_11_02_07_55,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.012965936638652,-0.0835837944436975,10.010453049859883,-0.4736002604166666,-0.1797607421875,0.4524739583333333,C
803,803,2018_11_02_07_56,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0116105289473682,-0.0838962596170211,10.005531087345965,-0.4828125,-0.2233642578125,0.5741617838541667,C
804,804,2018_11_02_07_57,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0132620750279917,-0.081464522455207,10.00470799999992,-0.3564778645833333,-0.77373046875,0.4224446614583333,C
805,805,2018_11_02_07_58,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0126132504479244,-0.0839391564512873,10.004555176931587,-0.5084842365815528,-0.3296476029181865,0.4949599400729547,C
806,806,2018_11_02_07_59,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.013758071164611,-0.0857435211881295,10.005364883538574,-0.7413899739583333,0.3205647786458333,0.5604166666666667,C
807,807,2018_11_02_08_00,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.011414808986563,-0.0837622054053746,10.010013876259771,-0.6265218098958333,0.0576822916666666,0.7037109375,C
808,808,2018_11_02_08_01,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0143720376259746,-0.0794295851606939,10.004506932250807,-0.5382649739583333,-0.0924967447916666,0.8170735677083333,C
809,809,2018_11_02_08_02,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0116809821288482,-0.0795331002745096,10.00217460896357,-0.504736328125,-0.11591796875,0.8319173177083333,C
810,810,2018_11_02_08_03,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0058168643137273,-0.0837045106061622,10.00995680056018,-0.4701090494791666,-0.1593668619791666,0.8430745442708333,C
811,811,2018_11_02_08_04,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0084549011758115,-0.0800837681898097,10.004045797872244,-0.5054443359375,-0.1298502604166666,0.830224609375,C
812,812,2018_11_02_08_05,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0103960024636085,-0.0799148598964161,10.005767037513936,-0.5067789713541667,-0.1500081380208333,0.8233317057291667,C
813,813,2018_11_02_08_06,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0087113657703026,-0.0852899146935573,10.007330515406078,-0.4919840494791667,-0.2472574869791666,0.63642578125,C
814,814,2018_11_02_08_07,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.010353105095183,-0.0847649283751396,10.008284587905829,-0.5342610677083334,-0.0956217447916666,0.8154052734375,C
815,815,2018_11_02_08_08,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.009101041853302,-0.0820302296982077,10.00120655935048,-0.516357421875,-0.0763509114583333,0.8294108072916667,C
816,816,2018_11_02_08_09,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0124121705487108,-0.0781426680739073,10.008086161814036,-0.10439453125,-0.654931640625,0.3618733723958333,C
817,817,2018_11_02_08_10,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0085996804031336,-0.0840303130145574,10.008078145016796,-0.5908594971339239,-0.226688705054716,0.6807174960917144,C
818,818,2018_11_02_08_11,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0080232483762577,-0.0890412458409853,10.009182745800649,-0.5536295572916666,-0.1279947916666666,0.7926350911458333,C
819,819,2018_11_02_08_12,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.006419965621503,-0.0911110372653968,10.006061990481475,-0.5002848307291666,-0.3128255208333333,0.4618896484375,C
820,820,2018_11_02_08_13,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0062510575027992,-0.0898616555918255,10.008563391937235,-0.5426350911458333,-0.1607096354166666,0.7801188151041667,C
821,821,2018_11_02_08_14,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.006996396948492,-0.0927893914563265,10.009115675531833,-0.4278889973958333,-0.0935465494791666,0.849658203125,C
822,822,2018_11_02_08_15,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.006789953751397,-0.0870331194199327,10.002656992721192,-0.5836995442708334,-0.10908203125,0.7708821614583333,C
823,823,2018_11_02_08_16,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0053528979283288,-0.0886712571416572,10.008622369540822,-0.4906005859375,-0.0798909505208333,0.840771484375,C
824,824,2018_11_02_08_17,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0099373043697473,-0.085906907905882,10.00065625434171,-0.5423746744791667,-0.0145345052083333,0.7476806640625,C
825,825,2018_11_02_08_18,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0090661889697636,-0.0858454021937283,10.000311065509448,-0.3324300130208333,-0.1390055338541666,0.7878499348958333,C
826,826,2018_11_02_08_19,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0091868361702048,-0.0844887772653972,9.997849826427702,-0.5241373697916667,-0.1105061848958333,0.8014567057291667,C
827,827,2018_11_02_08_20,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0118974030235128,-0.0823465968992156,9.993543985442296,-0.4776774088541666,-0.0390706380208333,0.85517578125,C
828,828,2018_11_02_08_21,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0102887589025735,-0.0822447158924969,9.99641010806268,-0.5278628191766546,-0.1938428217821782,0.751319046378322,C
829,829,2018_11_02_08_22,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0092243715005624,-0.0846523230403133,9.999126015117511,-0.5487386067708333,-0.1033854166666666,0.8013427734375,C
830,830,2018_11_02_08_23,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0112373642417494,-0.0812099280050361,9.996150493004995,-0.54072265625,-0.096923828125,0.8104410807291667,C
831,831,2018_11_02_08_24,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.013819739221726,-0.0791614773477038,9.992643173572183,-0.2994791666666667,-0.2408610026041666,0.7610595703125,C
832,832,2018_11_02_08_25,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0132406244960788,-0.079745952254759,9.993841608062644,-0.4616617838541667,-0.2731282552083333,0.6752360026041667,C
833,833,2018_11_02_08_26,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.0143639946808505,-0.0772364642810745,9.993994457446831,-0.578662109375,-0.0355875651041666,0.78896484375,C
834,834,2018_11_02_08_27,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,0.1481643490779406,2.284022843316348,8.994421924300122,-0.702294921875,-0.2010172526041666,0.283056640625,C
835,835,2018_11_02_08_28,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.7634822262206047,-0.3639454686954078,10.007289888577771,-0.6658528645833334,-0.5781005859375,-0.1971598307291666,C
836,836,2018_11_02_08_29,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.7751717287346049,-0.359325972889138,10.001836592385184,-0.7967610677083333,-0.3432291666666666,-0.1095377604166666,C
837,837,2018_11_02_08_30,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.7673697895688711,-0.350969056013437,10.00219583566626,-0.7525065104166667,-0.2951741536458333,-0.0631022135416666,C
838,838,2018_11_02_08_31,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.7696835618197098,-0.3583768717245233,9.996324301231772,-0.5360188802083333,-0.822265625,-0.0189453125,C
839,839,2018_11_02_08_34,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.203834673754917,4.949287846950201,0.0055447123922773,0.0440673828125,-0.8586588541666667,0.4348795572916666,C
840,840,2018_11_02_08_36,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.546938213997748,3.6590372877379616,2.723042483762597,0.2719563802083333,-0.8959879557291667,0.2251871744791666,C
841,841,2018_11_02_08_39,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.255250752732994,1.991576319446828,7.835196582395892,-0.49287109375,-0.0742594401041666,0.0036702473958333,C
842,842,2018_11_02_08_42,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.166910061546366,-0.3487733816165412,10.10557427694241,,,,C
843,843,2018_11_02_08_45,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1685595230080647,-0.3456068769193543,10.100202378225816,,,,C
844,844,2018_11_02_08_48,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1673072714424777,-0.3468023163117752,10.119251517631088,,,,C
845,845,2018_11_02_08_50,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1768942000146297,-0.3478790828822241,10.109010452816412,,,,C
846,846,2018_11_02_08_52,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1725534173827857,-0.3448253595801236,10.110221960811788,,,,C
847,847,2018_11_02_08_55,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1418832526648014,-0.3112819552985045,10.08871623880598,,,,C
848,848,2018_11_02_08_57,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1400719563684594,-0.3077209954767,10.08053733476702,,,,C
849,849,2018_11_02_09_00,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1406606418360896,-0.3048949608698758,10.075927237239387,,,,C
850,850,2018_11_02_09_02,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1423555297843842,-0.3096478003438368,10.08394186962752,,,,C
851,851,2018_11_02_09_04,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1409681367620017,-0.3087144220013494,10.085411087897212,,,,C
852,852,2018_11_02_09_06,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1395302405594226,-0.3059327606172003,10.072871045305307,,,,C
853,853,2018_11_02_09_09,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1418737731864954,-0.3093716611655925,10.080693829582009,,,,C
854,854,2018_11_02_09_11,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1407263792914214,-0.3076839254289431,10.081831996725583,,,,C
855,856,2018_11_02_09_13,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.3282450544,6.987956460000002,7.220672879999999,-0.5246405945419104,-0.3340338693957115,0.5038377192982456,C
856,857,2018_11_02_09_14,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.0029824065222221,2.043058033727767,9.209805210432098,,,,C
857,858,2018_11_02_09_15,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,0.1805866170968634,-0.5017608640873472,10.058165949608044,,,,C
858,859,2018_11_02_09_16,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.0332240716927816,-0.0900525273885848,9.914345645786204,,,,C
859,861,2018_11_02_09_17,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5538965128722031,0.0808949968752301,10.034110345388632,,,,C
860,862,2018_11_02_09_18,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5572698863941794,0.0547985313673014,10.02127705347139,-0.7241698682766191,0.1016997118551042,0.3939180845225027,C
861,863,2018_11_02_09_19,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.2676093125243437,-0.3073903082584223,10.040837790710688,-0.6190836588541667,-0.1395670572916666,0.7447265625,C
862,864,2018_11_02_09_20,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,0.0711186428332397,-0.4783874901566891,10.038423487968616,-0.60302734375,-0.1474039713541666,0.7582438151041667,C
863,865,2018_11_02_09_21,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,0.0695873518454643,-0.4767571426595766,10.041682727323543,-0.2429768880208333,-0.7831298828125,0.406591796875,C
864,866,2018_11_02_09_22,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,0.0648981481388574,-0.4810146903695417,10.04354607222846,-0.6138020833333333,-0.0893961588541666,0.233544921875,C
865,867,2018_11_02_09_23,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,0.0638355535679909,-0.4827176846558501,10.047745692781143,-0.5712890625,-0.0776611328125,0.5624837239583333,C
866,868,2018_11_02_09_24,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,0.0656067537129264,-0.4831517764241775,10.041360292669276,-0.7453938802083333,-0.2946858723958333,0.3763753255208333,C
867,869,2018_11_02_09_25,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,0.0655067528578941,-0.4777223290145603,10.039696031914866,-0.5375358259510161,-0.1827042079207921,0.676068264721209,C
868,870,2018_11_02_09_26,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,0.0604190935883602,-0.4806463723726945,10.044878549524372,-0.5154541015625,-0.3141438802083333,0.665771484375,C
869,871,2018_11_02_09_27,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,0.0138373333441518,1.012210064918859,9.370126336485708,-0.5613199869791666,-0.0218668619791666,0.194384765625,C
870,872,2018_11_02_09_28,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,-6.622576398918237,-0.8379786345761461,-4.866327529172343,-0.5431233723958333,-0.1363362630208333,0.3569986979166666,C
871,873,2018_11_02_09_29,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.7913758572788705,1.990589683258676,-5.359723397256419,-0.5975016276041667,-0.1128173828125,0.6400146484375,C
872,874,2018_11_02_09_30,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.762586145495235,2.0131417628987145,-5.393161712814777,-0.6170166015625,-0.147607421875,0.6419840494791667,C
873,875,2018_11_02_09_31,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.771568069054281,2.038932756015671,-5.366146192893123,-0.4756673177083333,-0.0981282552083333,0.7419189453125,C
874,876,2018_11_02_09_32,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.731233976819698,2.0975834791713317,-5.400483894736836,-0.4482340494791667,-0.1672526041666666,0.7344401041666667,C
875,877,2018_11_02_09_33,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-8.053944277280367,1.7278928174426411,-5.081393056407374,-0.65302734375,0.1003336588541666,0.7236897786458333,C
876,878,2018_11_02_09_34,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-8.053539642305575,1.8256089446558423,-5.049958990934503,-0.6330485026041667,0.0804117838541666,0.7131266276041667,C
877,879,2018_11_02_09_35,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-8.065915174132154,1.857967530179169,-5.019805948824156,-0.6765218098958333,-0.332080078125,0.5797037760416667,C
878,880,2018_11_02_09_36,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-8.079749503863413,1.858042601063828,-4.998923046528541,-0.7610816180302241,-0.2360930171964564,0.4717626367899948,C
879,881,2018_11_02_09_37,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-8.083840262451062,1.8671450385562367,-4.989274670229422,-0.9384521484375,-0.1093994140625,0.2760986328125,C
880,882,2018_11_02_09_38,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-8.068899208062719,1.8553910168533008,-5.013116658902561,-0.7149820963541667,-0.0738199869791666,0.565380859375,C
881,883,2018_11_02_09_39,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-8.005668759406488,1.7686367250540869,-5.127073158342646,-0.5979899088541667,-0.3171630859375,0.5031005859375,C
882,884,2018_11_02_09_40,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.673240946222713,1.360959619334087,-5.662904104364857,-0.5634928385416667,-0.1585042317708333,0.7560139973958333,C
883,885,2018_11_02_09_41,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.452269556799112,0.9393282585618336,-6.022238019921661,-0.6764241536458333,-0.1135823567708333,0.6918375651041667,C
884,886,2018_11_02_09_42,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.479931062709978,1.0463975392329226,-5.974387318197059,-0.3496663411458333,-0.7210530598958333,0.3519368489583333,C
885,887,2018_11_02_09_43,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.621835189361722,0.4770922920434541,-5.836531606270998,-0.5707194010416666,-0.6138916015625,0.2488118489583333,C
886,888,2018_11_02_09_44,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.732009518858444,-0.2770655434420824,-5.754714241690002,-0.7275390625,-0.3232177734375,0.4399576822916666,C
887,889,2018_11_02_09_45,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.723718911751548,-0.3008735815332939,-5.763814074370477,-0.5233154296875,-0.3814778645833333,0.6900227864583334,C
888,890,2018_11_02_09_46,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.721212119540866,-0.3150613926323602,-5.767732339025786,-0.5522298177083333,-0.3955078125,0.6405029296875,C
889,891,2018_11_02_09_47,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-8.061018370285389,0.9478144805545672,-5.240021125181864,-0.5829915364583333,-0.1112548828125,0.7677571614583333,C
890,892,2018_11_02_09_48,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-8.013080765976483,0.8938236904980412,-5.328382792445439,-0.7021072173006775,-0.1178592365815529,0.6712154768108389,C
891,893,2018_11_02_09_49,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-8.038090981970894,1.2230590260358458,-5.227262098880184,-0.1801839192708333,-0.5952718098958333,0.4738118489583333,C
892,894,2018_11_02_09_50,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-8.062475348824208,1.3799583275476095,-5.162900212877934,0.1357666015625,-0.8743245442708333,0.4091959635416666,C
893,895,2018_11_02_09_51,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.62996844062677,1.5961942935982074,-5.631748507722454,-0.33251953125,-0.3024007161458333,0.5334309895833333,C
894,896,2018_11_02_09_52,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.14307349944041,1.7016008060996024,-6.204730364633483,-0.6268717447916666,0.1562255859375,0.743798828125,C
895,897,2018_11_02_09_53,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.131884643840991,1.6795177433930517,-6.221625238521857,-0.624755859375,0.1564453125,0.7487467447916667,C
896,898,2018_11_02_09_54,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.227887404085093,1.723026687744818,-6.106992954952425,-0.3577229817708333,-0.3376871744791667,0.8188313802083333,C
897,899,2018_11_02_09_55,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.241143266536143,1.7156739336317794,-6.094160481029647,-0.3279052734375,-0.3492838541666667,0.8585123697916667,C
898,900,2018_11_02_09_56,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.24162646058235,1.71142790879059,-6.0935048006718935,-0.3272786458333333,-0.3484212239583333,0.8591064453125,C
899,901,2018_11_02_09_57,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.24508236371787,1.7050362248600184,-6.091209799272107,-0.328125,-0.3494710286458333,0.8581217447916667,C
900,902,2018_11_02_09_58,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.249013170229507,1.6977448979294831,-6.09014648024622,-0.328125,-0.3481119791666666,0.8575764973958333,C
901,903,2018_11_02_09_59,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.246237131449404,1.693682660940116,-6.094519542921097,-0.3281168577384054,-0.3453458832725378,0.8583897863470558,C
902,904,2018_11_02_10_00,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.43300692469204,1.7910961256438924,-5.846842972004489,-0.6620768229166667,-0.3202799479166666,0.4251139322916666,C
903,905,2018_11_02_10_01,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.557113289871291,1.7973635301063238,-5.706878473642974,-0.9395263671875,-0.28125,0.0889404296875,C
904,906,2018_11_02_10_02,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.561014760940113,1.7875294741466108,-5.706114793005034,-0.8560384114583334,-0.337060546875,-0.0227132161458333,C
905,907,2018_11_02_10_03,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.516203377547621,1.1335271480201543,-5.866717775251949,-0.6920166015625,-0.1487548828125,0.4157063802083333,C
906,908,2018_11_02_10_04,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.575747417861131,0.9633511547872312,-5.873664445408736,-0.660302734375,0.0650797526041666,0.6936442057291666,C
907,909,2018_11_02_10_05,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.522672769110264,0.8998393390430898,-5.939672033407927,0.1314860026041666,-0.87626953125,0.3044189453125,C
908,910,2018_11_02_10_06,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.270321119921727,0.7550993285226649,-6.244559565808621,-0.1722086588541666,-0.6320475260416667,0.397265625,C
909,911,2018_11_02_10_07,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.31478489025757,0.8846669120940649,-6.18016780123185,-0.5490641276041667,-0.0089762369791666,0.7453938802083333,C
910,912,2018_11_02_10_08,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.463153998992739,0.8712509353889173,-6.012631722271927,-0.1588785807291666,-0.6854329427083333,0.3803385416666666,C
911,913,2018_11_02_10_09,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.891797784219357,1.4766208651035229,-5.331325206547275,-0.04208984375,-0.7588297526041666,0.2977701822916667,C
912,914,2018_11_02_10_10,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.780898204087315,1.520221524714444,-5.501884936450175,-0.6442952473958333,0.11552734375,0.7137776692708333,C
913,915,2018_11_02_10_11,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.72239712609183,1.3416725452519562,-5.612133476147814,-0.5901755471599791,0.0565805758207399,0.7542584028139656,C
914,916,2018_11_02_10_12,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.78894779843311,0.9038747811359812,-5.6159203073867126,-0.569580078125,0.00205078125,0.6736328125,C
915,917,2018_11_02_10_13,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.737414176832684,1.370091643088973,-5.567535208058215,-0.1039469401041666,-0.6964518229166666,0.3056315104166666,C
916,918,2018_11_02_10_14,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.675794715565493,1.834623406326982,-5.549701957334838,-0.8123860677083333,0.1718668619791666,0.5284912109375,C
917,919,2018_11_02_10_15,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-7.682311423950759,1.8601245714605472,-5.534525546670388,-0.6828450520833333,0.0115641276041666,0.5815999348958333,C
918,920,2018_11_02_10_16,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-6.741978157325147,1.182373905146388,-3.329247310044744,-0.6686360677083333,-0.0136555989583333,0.5151611328125,C
919,921,2018_11_02_10_17,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,4.0,0.4325435034535286,5.165730127758127,7.896282299496085,-0.7282796223958333,-0.5767171223958333,-0.2418863932291666,C
920,922,2018_11_07_12_17,study,3.0,1.0,,0.0,,,workplace,4.0,4.0,3.0,0.7554927349128209,6.707188935840465,7.29346481606837,-0.7224690755208333,-0.6646484375,0.024365234375,
921,923,2018_11_07_12_18,study,3.0,1.0,,0.0,,,workplace,4.0,4.0,3.0,0.4084593902099657,6.4868736363941775,7.466985582194852,-0.7513346354166667,-0.609619140625,0.096728515625,
922,924,2018_11_07_12_19,study,3.0,1.0,,0.0,,,workplace,4.0,4.0,3.0,0.4719499726587904,7.543684447312434,6.40261413230683,-0.662548828125,-0.7038899739583333,0.1499837239583333,
923,925,2018_11_07_12_20,study,3.0,1.0,,0.0,,,workplace,4.0,4.0,3.0,-0.0954622544735015,6.872807465443141,7.025531378375351,-0.7222819010416667,-0.6497151692708333,0.0523681640625,
