,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_y_mean,macc_z_mean,e4acc_x_mean,e4acc_y_mean,e4acc_z_mean,,,,Class
2853,2853,2853,2853,2018_11_17_01_35,recreation_etc,4,0,,0,,,home,6,3,3,-1.353359406,0.304216438,10.39948292,-0.925154622,0.018440755,0.093123372,,,,
2854,2854,2854,2854,2018_11_17_01_36,recreation_etc,4,0,,0,,,home,6,3,3,-0.138185388,0.876082104,9.515861643,-0.399812826,0.237345378,0.11266276,,,,
2855,2855,2855,2855,2018_11_17_01_37,recreation_etc,4,0,,0,,,home,6,3,3,3.350989552,1.86792774,-0.862388538,0.50550944,-0.727661133,0.20452474,,,,
2856,2856,2856,2856,2018_11_17_01_38,recreation_etc,4,0,,0,,,home,6,3,3,2.265719118,-0.673513332,6.252664038,0.490177409,-0.645345052,0.304012044,,,,
2857,2857,2857,2857,2018_11_17_01_39,recreation_etc,4,0,,0,,,home,6,3,3,6.690691801,-3.973500722,-5.074794695,0.679915365,-0.693595378,-0.10875651,,,,
2858,2858,2858,2858,2018_11_17_01_40,recreation_etc,4,0,,0,,,home,6,3,3,6.679476915,-4.066451012,-5.001585225,0.651114909,-0.702156576,-0.177954102,,,,
2859,2859,2859,2859,2018_11_17_01_41,recreation_etc,4,0,,0,,,home,6,3,3,2.880563581,-1.541388936,4.430803743,-0.194396496,-0.458173202,-0.34177143,,,,
2860,2860,2860,2860,2018_11_17_01_42,recreation_etc,4,0,,0,,,home,6,3,3,1.226246841,1.389934612,10.28008396,-0.476879883,0.399617513,0.243196615,,,,
2861,2861,2861,2861,2018_11_17_01_43,recreation_etc,4,0,,0,,,home,6,3,3,1.134256406,2.722177848,9.989053249,-0.372200521,0.679109701,0.375211589,,,,
2862,2862,2862,2862,2018_11_17_01_44,recreation_etc,4,0,,0,,,home,6,3,3,0.372562972,2.927354439,9.816305408,-0.250976563,0.739078776,0.463932292,,,,
2863,2863,2863,2863,2018_11_17_01_45,recreation_etc,4,0,,0,,,home,6,3,3,1.693885641,4.537293654,7.106013411,-0.746850586,-0.640681966,-0.126359049,,,,
2864,2864,2864,2864,2018_11_17_01_46,recreation_etc,4,0,,0,,,home,6,3,3,-0.838667667,5.033697684,7.679485675,-0.751139323,-0.616105143,-0.136873372,,,,
2865,2865,2865,2865,2018_11_17_01_47,recreation_etc,4,0,,0,,,home,6,3,3,-0.052345355,7.756926577,6.513811816,-0.774731445,-0.610628255,-0.196313477,,,,
2866,2866,2866,2866,2018_11_17_01_48,recreation_etc,4,0,,0,,,home,6,3,3,-1.194543097,7.879497375,6.33704841,-0.800887044,-0.596842448,-0.100203451,,,,
2867,2867,2867,2867,2018_11_17_01_49,recreation_etc,4,0,,0,,,home,6,3,3,-0.036224029,3.793018723,7.182343689,-0.551953125,-0.137597656,-0.102921549,,,,
2868,2868,2868,2868,2018_11_17_01_52,recreation_etc,4,0,,0,,,home,6,3,3,-7.883850092,-5.153460095,0.321828403,-0.40333811,-0.39014734,0.690834436,,,,
2869,2869,2869,2869,2018_11_17_01_53,recreation_etc,4,0,,0,,,home,6,3,3,-7.926546037,-5.080002095,-0.071083789,,,,,,,
2870,2870,2870,2870,2018_11_17_01_54,recreation_etc,4,0,,0,,,home,6,3,4,-7.333774935,-6.35860829,1.572023973,,,,,,,
2871,2871,2871,2871,2018_11_17_01_55,recreation_etc,4,0,,0,,,home,6,3,3,-5.600213505,-1.638572865,-4.614398568,,,,,,,
2872,2872,2872,2872,2018_11_17_01_56,recreation_etc,4,0,,0,,,home,6,3,3,-7.081836771,-5.570658554,0.576231788,,,,,,,
2873,2873,2873,2873,2018_11_17_01_57,recreation_etc,4,0,,0,,,home,6,3,3,-3.597115159,2.906434852,1.148633682,,,,,,,
2874,2874,2874,2874,2018_11_17_01_58,recreation_etc,4,0,,0,,,home,6,3,3,-7.090083823,-3.284619504,-2.188695823,,,,,,,
2875,2875,2875,2875,2018_11_17_01_59,recreation_etc,4,0,,0,,,home,6,3,3,-6.540498202,-2.746858083,-3.363805858,,,,,,,
2876,2876,2876,2876,2018_11_17_02_00,recreation_etc,4,0,,0,,,home,6,3,3,-5.359885672,0.709560408,-2.912460569,,,,,,,
2877,2877,2877,2877,2018_11_17_02_01,recreation_etc,4,0,,0,,,home,6,3,3,-7.89136112,-4.26593658,-0.045402706,,,,,,,
2878,2878,2878,2878,2018_11_17_02_02,recreation_etc,4,0,,0,,,home,6,3,3,-7.867100401,-4.134827839,-0.996930459,,,,,,,
2879,2879,2879,2879,2018_11_17_02_03,recreation_etc,4,0,,0,,,home,6,3,3,-7.881135718,-3.75514851,-1.634635164,,,,,,,
2880,2880,2880,2880,2018_11_17_02_04,recreation_etc,4,0,,0,,,home,6,3,3,-7.907640804,-4.02294252,-0.382341675,,,,,,,
2881,2881,2881,2881,2018_11_17_02_05,recreation_etc,4,0,,0,,,home,6,3,3,-8.88034873,-4.075984915,-0.213803821,,,,,,,
2882,2882,2882,2882,2018_11_17_02_06,recreation_etc,4,0,,0,,,home,6,3,3,-7.563186637,-2.539749356,-2.43895826,,,,,,,
2883,2883,2883,2883,2018_11_17_02_07,recreation_etc,4,0,,0,,,home,6,3,3,-8.219031584,-4.139118963,-0.376478159,,,,,,,
2884,2884,2884,2884,2018_11_17_02_08,recreation_etc,4,0,,0,,,home,6,3,3,-4.23953593,-2.728137876,6.066498235,,,,,,,
2885,2885,2885,2885,2018_11_17_02_09,recreation_etc,4,0,,0,,,home,6,3,3,-2.361513541,0.355989803,4.406371411,,,,,,,
2886,2886,2886,2886,2018_11_17_02_10,recreation_etc,4,0,,0,,,home,6,3,3,1.098437214,8.592701409,3.981880496,,,,,,,
2887,2887,2887,2887,2018_11_17_02_11,recreation_etc,4,0,,0,,,home,6,3,3,-8.804860426,-3.854359067,0.187797377,,,,,,,
2888,2888,2888,2888,2018_11_17_02_12,recreation_etc,4,0,,0,,,home,6,3,3,-8.578585453,-3.85840215,-0.560997923,,,,,,,
2889,2889,2889,2889,2018_11_17_02_13,recreation_etc,4,0,,0,,,home,6,3,3,-7.622649937,-2.426239735,-3.322798536,,,,,,,
2890,2890,2890,2890,2018_11_17_02_14,recreation_etc,4,0,,0,,,home,6,3,3,-8.532910748,-3.757840323,-0.548587227,,,,,,,
2891,2891,2891,2891,2018_11_17_02_15,recreation_etc,4,0,,0,,,home,6,3,3,-8.249293005,-4.789355212,-0.176566345,,,,,,,
2892,2892,2892,2892,2018_11_17_02_16,recreation_etc,4,0,,0,,,home,6,3,3,-8.449088102,-4.100278992,-0.350248908,,,,,,,
2893,2893,2893,2893,2018_11_17_02_17,recreation_etc,4,0,,0,,,home,6,3,3,-9.025035671,-2.681409389,-1.638056233,,,,,,,
2894,2894,2894,2894,2018_11_17_02_18,recreation_etc,4,0,,0,,,home,6,3,3,-8.831110789,-3.945604148,0.108544744,,,,,,,
2895,2895,2895,2895,2018_11_17_02_19,recreation_etc,4,0,,0,,,home,6,3,0,-1.318835157,5.165687192,3.298822535,,,,,,,
2896,2896,2896,2896,2018_11_17_02_20,recreation_etc,4,0,,0,,,home,6,3,4,7.075478321,-1.274824615,2.601840074,,,,,,,
2897,2897,2897,2897,2018_11_17_02_21,recreation_etc,4,0,,0,,,home,6,3,3,8.354211504,-4.304399301,1.858620383,,,,,,,
2898,2898,2898,2898,2018_11_17_02_22,recreation_etc,4,0,,0,,,home,6,3,4,8.123153721,-4.765643751,2.481279057,,,,,,,
2899,2899,2899,2899,2018_11_17_02_23,recreation_etc,4,0,,0,,,home,6,3,3,7.02918048,-5.891178584,3.851051998,,,,,,,
2900,2900,2900,2900,2018_11_17_02_24,recreation_etc,4,0,,0,,,home,6,3,4,8.126223433,-2.809074222,-0.597256799,,,,,,,
2901,2901,2901,2901,2018_11_17_02_25,recreation_etc,4,0,,0,,,home,6,3,3,1.156391384,2.193619625,1.803607374,,,,,,,
2902,2902,2902,2902,2018_11_17_02_26,recreation_etc,4,0,,0,,,home,6,3,4,-8.555410421,-3.287801951,-1.951264999,,,,,,,
2903,2903,2903,2903,2018_11_17_02_27,recreation_etc,4,0,,0,,,home,6,3,3,-8.422986655,-2.7890868,-2.763556244,,,,,,,
2904,2904,2904,2904,2018_11_17_02_28,recreation_etc,4,0,,0,,,home,6,3,3,-7.995794606,-2.635123268,-3.118723866,,,,,,,
2905,2905,2905,2905,2018_11_17_02_29,recreation_etc,4,0,,0,,,home,6,3,4,-8.414460794,-4.648164328,-0.373352028,,,,,,,
2906,2906,2906,2906,2018_11_17_02_30,recreation_etc,4,0,,0,,,home,6,3,3,-7.391447586,-1.490359718,-4.810515583,,,,,,,
2907,2907,2907,2907,2018_11_17_02_31,recreation_etc,4,0,,0,,,home,6,3,3,-6.475261897,-0.230639643,-6.562918363,,,,,,,
2908,2908,2908,2908,2018_11_17_02_32,recreation_etc,4,0,,0,,,home,6,3,3,-7.526576499,-6.187684287,1.581118186,,,,,,,
2909,2909,2909,2909,2018_11_17_02_33,recreation_etc,4,0,,0,,,home,6,3,3,-6.685444916,-2.659303921,-3.041401625,,,,,,,
2910,2910,2910,2910,2018_11_17_02_34,recreation_etc,4,0,,0,,,home,6,3,3,-7.406502443,-1.915841006,-3.778998114,,,,,,,
2911,2911,2911,2911,2018_11_17_02_35,recreation_etc,4,0,,0,,,home,6,3,3,0.008654501,-3.200157562,-3.182806925,,,,,,,
2912,2912,2912,2912,2018_11_17_02_36,recreation_etc,4,0,,0,,,home,6,3,3,7.915946658,-5.008980962,2.618837078,,,,,,,
2913,2913,2913,2913,2018_11_17_02_37,recreation_etc,4,0,,0,,,home,6,3,3,8.017231495,-3.712569482,2.486283339,,,,,,,
2914,2914,2914,2914,2018_11_17_02_38,recreation_etc,4,0,,0,,,home,6,3,3,-0.660633452,0.434125338,10.41741128,,,,,,,
2915,2915,2915,2915,2018_11_17_02_39,recreation_etc,4,0,,0,,,home,6,3,3,6.222522204,3.682788942,0.766435394,,,,,,,
2916,2916,2916,2916,2018_11_17_02_40,recreation_etc,4,0,,0,,,home,6,3,3,7.908957095,4.779496833,-1.372876268,,,,,,,
2917,2917,2917,2917,2018_11_17_02_41,recreation_etc,4,0,,0,,,home,6,3,3,7.216126592,4.129421511,-0.097037571,0.260767962,-0.629857038,-0.372892229,,,,
2918,2918,2918,2918,2018_11_17_02_42,recreation_etc,4,0,,0,,,home,6,3,3,1.151369727,1.594136169,8.19511758,0.100431315,-0.857674154,0.384887695,,,,
2919,2919,2919,2919,2018_11_17_02_43,recreation_etc,4,0,,0,,,home,6,3,3,4.619208678,-2.965496323,0.528304875,-0.209912109,-0.545458984,0.048657227,,,,
2920,2920,2920,2920,2018_11_17_02_44,recreation_etc,4,0,,0,,,home,6,3,4,0.103773764,-9.379533539,3.33991275,-1.016129557,-0.07828776,0.098917643,,,,
2921,2921,2921,2921,2018_11_17_02_45,recreation_etc,4,0,,0,,,home,6,3,3,0.101811216,-9.381286962,3.337263845,-1.016015625,-0.077498372,0.091813151,,,,
2922,2922,2922,2922,2018_11_17_02_46,recreation_etc,4,0,,0,,,home,6,3,3,0.103733548,-9.382335245,3.339585666,-1.01644694,-0.077718099,0.072403971,,,,
2923,2923,2923,2923,2018_11_17_02_47,recreation_etc,4,0,,0,,,home,6,3,3,-0.024950102,-9.354628796,3.435997163,-1.016617839,-0.07648112,0.077661133,,,,
2924,2924,2924,2924,2018_11_17_02_48,recreation_etc,4,0,,0,,,home,6,3,3,-0.116818822,-9.296954239,3.644701841,-1.015966797,-0.066235352,0.093229167,,,,
2925,2925,2925,2925,2018_11_17_02_49,recreation_etc,4,0,,0,,,home,6,3,3,-0.116176426,-9.291899256,3.66189665,-1.017089844,-0.068277995,0.080265299,,,,
2926,2926,2926,2926,2018_11_17_02_50,recreation_etc,4,0,,0,,,home,6,3,3,-0.141708322,-9.288092046,3.679135962,-1.016194661,-0.064819336,0.085579427,,,,
2927,2927,2927,2927,2018_11_17_02_51,recreation_etc,4,0,,0,,,home,6,3,3,-0.205861132,-1.225252128,9.490769417,-0.342512376,-0.471135683,0.496767522,,,,
2928,2928,2928,2928,2018_11_17_02_52,recreation_etc,4,0,,0,,,home,6,3,3,-0.283043679,0.130591847,10.4383741,-0.263427734,-0.605973307,0.73433431,,,,
2929,2929,2929,2929,2018_11_17_02_53,recreation_etc,4,0,,0,,,home,6,3,3,-0.279226121,0.133949286,10.43019191,-0.261686198,-0.60863444,0.734391276,,,,
2930,2930,2930,2930,2018_11_17_02_54,recreation_etc,4,0,,0,,,home,6,3,3,-0.283301359,0.131648922,10.42278146,-0.260392253,-0.605737305,0.734659831,,,,
2931,2931,2931,2931,2018_11_17_02_55,recreation_etc,4,0,,0,,,home,6,3,3,-0.283438611,0.134579621,10.41561877,-0.222094727,-0.608382161,0.747827148,,,,
2932,2932,2932,2932,2018_11_17_02_56,recreation_etc,4,0,,0,,,home,6,3,3,-0.283116363,0.137836847,10.4127998,-0.215999349,-0.608463542,0.749934896,,,,
2933,2933,2933,2933,2018_11_17_02_57,recreation_etc,4,0,,0,,,home,6,3,3,-0.285363107,0.133852767,10.41738446,-0.215266927,-0.608170573,0.749943034,,,,
2934,2934,2934,2934,2018_11_17_02_58,recreation_etc,4,0,,0,,,home,6,3,3,-0.285041377,0.138461538,10.41050749,-0.213631185,-0.608227539,0.749967448,,,,
2935,2935,2935,2935,2018_11_17_02_59,recreation_etc,4,0,,0,,,home,6,3,3,-0.288255989,0.13657406,10.40970585,-0.212972005,-0.608390299,0.750008138,,,,
2936,2936,2936,2936,2018_11_17_03_00,recreation_etc,4,0,,0,,,home,6,3,3,-0.289172917,0.134399706,10.41507605,-0.212068685,-0.608146159,0.750008138,,,,
2937,2937,2937,2937,2018_11_17_03_01,recreation_etc,4,0,,0,,,home,6,3,3,-0.286312208,0.137137086,10.4099552,-0.211816406,-0.608406576,0.75,,,,
2938,2938,2938,2938,2018_11_17_03_02,recreation_etc,4,0,,0,,,home,6,3,3,-0.286141269,0.136363655,10.4062326,-0.209684245,-0.607722982,0.750024414,,,,
2939,2939,2939,2939,2018_11_17_03_03,recreation_etc,4,0,,0,,,home,6,3,3,-0.283186072,0.140933491,10.40389596,-0.210681019,-0.608161803,0.750008142,,,,
2940,2940,2940,2940,2018_11_17_03_04,recreation_etc,4,0,,0,,,home,6,3,3,-0.285960986,0.136161174,10.40005669,-0.210058594,-0.608227539,0.750008138,,,,
2941,2941,2941,2941,2018_11_17_03_05,recreation_etc,4,0,,0,,,home,6,3,3,-0.287575148,0.139260721,10.39793789,-0.209025065,-0.608032227,0.750032552,,,,
2942,2942,2942,2942,2018_11_17_03_06,recreation_etc,4,0,,0,,,home,6,3,3,-0.286395322,0.139847655,10.3985365,-0.209529622,-0.608357747,0.749975586,,,,
2943,2943,2943,2943,2018_11_17_03_07,recreation_etc,4,0,,0,,,home,6,3,3,-0.287499926,0.138960218,10.40096554,-0.210546875,-0.608308919,0.749991862,,,,
2944,2944,2944,2944,2018_11_17_03_08,recreation_etc,4,0,,0,,,home,6,3,3,-0.288333741,0.138198793,10.39707527,-0.208959961,-0.607511393,0.750496419,,,,
2945,2945,2945,2945,2018_11_17_03_09,recreation_etc,4,0,,0,,,home,6,3,3,-0.286888406,0.13743925,10.39659124,-0.276245117,-0.574072266,0.738224284,,,,
2946,2946,2946,2946,2018_11_17_03_10,recreation_etc,4,0,,0,,,home,6,3,3,-0.285215648,0.139555418,10.38793554,-0.299422201,-0.590861003,0.734309896,,,,
2947,2947,2947,2947,2018_11_17_03_11,recreation_etc,4,0,,0,,,home,6,3,3,-0.284607043,0.143086396,10.3889892,-0.2984375,-0.590633138,0.734391276,,,,
2948,2948,2948,2948,2018_11_17_03_12,recreation_etc,4,0,,0,,,home,6,3,3,-0.287239861,0.140509881,10.39702169,-0.298201497,-0.59074707,0.734366862,,,,
2949,2949,2949,2949,2018_11_17_03_13,recreation_etc,4,0,,0,,,home,6,3,3,-0.285103042,0.140719005,10.39817453,-0.199975586,-0.547119141,0.76003418,,,,
2950,2950,2950,2950,2018_11_17_03_14,recreation_etc,4,0,,0,,,home,6,3,3,-0.286663429,0.137209475,10.39727369,-0.588473814,-0.464108911,0.512498372,,,,
2951,2951,2951,2951,2018_11_17_03_15,recreation_etc,4,0,,0,,,home,6,3,3,-0.288103167,0.139005797,10.3926301,-0.827791341,-0.420874023,0.417692057,,,,
2952,2952,2952,2952,2018_11_17_03_16,recreation_etc,4,0,,0,,,home,6,3,3,-0.288985242,0.135721478,10.39493581,-0.827392578,-0.416666667,0.421069336,,,,
2953,2953,2953,2953,2018_11_17_03_17,recreation_etc,4,0,,0,,,home,6,3,3,-0.290618018,0.134305869,10.39656323,-0.826855469,-0.413802083,0.421785482,,,,
2954,2954,2954,2954,2018_11_17_03_18,recreation_etc,4,0,,0,,,home,6,3,3,-0.288242583,0.13941064,10.39626559,-0.827335612,-0.407788086,0.421809896,,,,
2955,2955,2955,2955,2018_11_17_03_19,recreation_etc,4,0,,0,,,home,6,3,3,-0.288489242,0.137453454,10.39794933,-0.82734375,-0.406429036,0.421858724,,,,
2956,2956,2956,2956,2018_11_17_03_20,recreation_etc,4,0,,0,,,home,6,3,3,-0.292181086,0.134472096,10.39682596,-0.827555339,-0.406315104,0.421875,,,,
2957,2957,2957,2957,2018_11_17_03_21,recreation_etc,4,0,,0,,,home,6,3,3,-0.291116697,0.134378258,10.3955873,-0.827685547,-0.406274414,0.421866862,,,,
2958,2958,2958,2958,2018_11_17_03_22,recreation_etc,4,0,,0,,,home,6,3,3,-0.290366963,0.135932243,10.39551696,-0.827498372,-0.406274414,0.421883138,,,,
2959,2959,2959,2959,2018_11_17_03_23,recreation_etc,4,0,,0,,,home,6,3,3,-0.291318212,0.134814859,10.39894418,-0.827547201,-0.406266276,0.421875,,,,
2960,2960,2960,2960,2018_11_17_03_24,recreation_etc,4,0,,0,,,home,6,3,3,-0.293130186,0.134962733,10.39961698,-0.827587891,-0.406258138,0.421875,,,,
2961,2961,2961,2961,2018_11_17_03_25,recreation_etc,4,0,,0,,,home,6,3,3,-0.291419659,0.136386385,10.39686887,-0.827384054,-0.406274427,0.421899427,,,,
2962,2962,2962,2962,2018_11_17_03_26,recreation_etc,4,0,,0,,,home,6,3,3,-0.289600494,0.13717904,10.39406157,-0.827205404,-0.40625,0.421923828,,,,
2963,2963,2963,2963,2018_11_17_03_27,recreation_etc,4,0,,0,,,home,6,3,3,-2.367586553,1.342262235,9.919799921,-0.826839193,-0.406258138,0.42199707,,,,
2964,2964,2964,2964,2018_11_17_03_27,recreation_etc,4,0,,0,,,home,6,3,3,-0.29274143,0.133485459,10.40013706,-0.826839193,-0.406258138,0.42199707,,,,
2965,2965,2965,2965,2018_11_17_03_28,recreation_etc,4,0,,0,,,home,6,3,3,-0.288288161,0.138622402,10.39503501,-0.822965495,-0.405232747,0.432430013,,,,
2966,2966,2966,2966,2018_11_17_03_29,recreation_etc,4,0,,0,,,home,6,3,3,-0.28895575,0.140000476,10.38917686,-0.823714193,-0.402945964,0.435628255,,,,
2967,2967,2967,2967,2018_11_17_03_30,recreation_etc,4,0,,0,,,home,6,3,3,-0.286046077,0.140821982,10.39032203,-0.82565918,-0.402050781,0.434611003,,,,
2968,2968,2968,2968,2018_11_17_03_31,recreation_etc,4,0,,0,,,home,6,3,3,-0.283247738,0.143585076,10.38689798,-0.825260417,-0.396769206,0.436368815,,,,
2969,2969,2969,2969,2018_11_17_03_32,recreation_etc,4,0,,0,,,home,6,3,3,-0.28552397,0.141963025,10.39706189,-0.82648112,-0.392073568,0.437044271,,,,
2970,2970,2970,2970,2018_11_17_03_33,recreation_etc,4,0,,0,,,home,6,3,3,-0.282210331,0.144522965,10.39015517,-0.826180013,-0.391634115,0.437182617,,,,
2971,2971,2971,2971,2018_11_17_03_34,recreation_etc,4,0,,0,,,home,6,3,3,-0.28559636,0.143335736,10.38921176,-0.82639974,-0.391601563,0.437288411,,,,
2972,2972,2972,2972,2018_11_17_03_35,recreation_etc,4,0,,0,,,home,6,3,3,-0.282757099,0.147373438,10.39395187,-0.825797526,-0.391357422,0.43737793,,,,
2973,2973,2973,2973,2018_11_17_03_36,recreation_etc,4,0,,0,,,home,6,3,3,-0.283438094,0.142770029,10.38886047,-0.824975586,-0.391251628,0.437443034,,,,
2974,2974,2974,2974,2018_11_17_03_37,recreation_etc,4,0,,0,,,home,6,3,3,-0.282143133,0.146086521,10.38658957,-0.824460982,-0.391048398,0.437451146,,,,
2975,2975,2975,2975,2018_11_17_03_38,recreation_etc,4,0,,0,,,home,6,3,3,-0.283295996,0.145601246,10.38767814,-0.824446615,-0.391072591,0.437483724,,,,
2976,2976,2976,2976,2018_11_17_03_39,recreation_etc,4,0,,0,,,home,6,3,3,-0.283035932,0.142094397,10.39091153,-0.824698893,-0.391145833,0.437483724,,,,
2977,2977,2977,2977,2018_11_17_03_40,recreation_etc,4,0,,0,,,home,6,3,3,-0.283864385,0.14331965,10.39463822,-0.824088542,-0.390999349,0.437491862,,,,
2978,2978,2978,2978,2018_11_17_03_41,recreation_etc,4,0,,0,,,home,6,3,3,-0.284800081,0.142131932,10.39094635,-0.82351888,-0.390869141,0.437491862,,,,
2979,2979,2979,2979,2018_11_17_03_42,recreation_etc,4,0,,0,,,home,6,3,3,-0.284802761,0.143215087,10.39062196,-0.823950195,-0.390836589,0.437491862,,,,
2980,2980,2980,2980,2018_11_17_03_43,recreation_etc,4,0,,0,,,home,6,3,3,-0.28649184,0.145354587,10.39561144,-0.823681641,-0.390795898,0.4375,,,,
2981,2981,2981,2981,2018_11_17_03_44,recreation_etc,4,0,,0,,,home,6,3,3,-0.28686451,0.14344566,10.39608331,-0.82261556,-0.390755208,0.4375,,,,
2982,2982,2982,2982,2018_11_17_03_45,recreation_etc,4,0,,0,,,home,6,3,3,-0.285714327,0.144456426,10.39476689,-0.822802734,-0.390730794,0.4375,,,,
2983,2983,2983,2983,2018_11_17_03_46,recreation_etc,4,0,,0,,,home,6,3,3,-0.284499799,0.142585035,10.39988775,-0.82105306,-0.390714518,0.437491862,,,,
2984,2984,2984,2984,2018_11_17_03_47,recreation_etc,4,0,,0,,,home,6,3,3,-0.283480451,0.134766627,10.43363396,-0.820662435,-0.390698242,0.4375,,,,
2985,2985,2985,2985,2018_11_17_03_48,recreation_etc,4,0,,0,,,home,6,3,3,-0.284231693,0.13443456,10.43068793,-0.820430563,-0.390901837,0.437491858,,,,
2986,2986,2986,2986,2018_11_17_03_49,recreation_etc,4,0,,0,,,home,6,3,3,-0.280673903,0.125734466,10.46631674,-0.817985026,-0.390926107,0.437508138,,,,
2987,2987,2987,2987,2018_11_17_03_51,recreation_etc,4,0,,0,,,home,6,3,3,-0.254068565,0.070229917,10.36412561,-0.816048177,-0.390755208,0.437589518,,,,
2988,2988,2988,2988,2018_11_17_03_51,recreation_etc,4,0,,0,,,home,6,3,3,-0.281719523,0.119696681,10.48749993,-0.816048177,-0.390755208,0.437589518,,,,
2989,2989,2989,2989,2018_11_17_03_52,recreation_etc,4,0,,0,,,home,6,3,3,-0.278789107,0.119332054,10.49274679,-0.818359375,-0.390690104,0.437532552,,,,
2990,2990,2990,2990,2018_11_17_03_53,recreation_etc,4,0,,0,,,home,6,3,3,-0.277059811,0.123176718,10.47731448,-0.817073568,-0.390657552,0.437687174,,,,
2991,2991,2991,2991,2018_11_17_03_55,recreation_etc,4,0,,0,,,home,6,3,3,-0.277893534,0.111741025,10.49406906,-0.816544596,-0.390690104,0.437605794,,,,
2992,2992,2992,2992,2018_11_17_03_56,recreation_etc,4,0,,0,,,home,6,3,3,-0.273933675,0.117020965,10.49581662,-0.816780599,-0.390641276,0.437752279,,,,
2993,2993,2993,2993,2018_11_17_03_57,recreation_etc,4,0,,0,,,home,6,3,3,-0.275402905,0.116953939,10.49256179,-0.812687174,-0.390641276,0.452319336,,,,
2994,2994,2994,2994,2018_11_17_03_59,recreation_etc,4,0,,0,,,home,6,3,3,-0.277558491,0.125391288,10.46797902,-0.8125,-0.390625,0.453133138,,,,
2995,2995,2995,2995,2018_11_17_04_00,recreation_etc,4,0,,0,,,home,6,3,3,-0.278746209,0.117018284,10.49373612,-0.8125,-0.390625,0.453157569,,,,
2996,2996,2996,2996,2018_11_17_04_02,recreation_etc,4,0,,0,,,home,6,3,3,-0.274585177,0.115465941,10.49303367,-0.8125,-0.390625,0.453466797,,,,
2997,2997,2997,2997,2018_11_17_04_03,recreation_etc,4,0,,0,,,home,6,3,3,-0.272582412,0.118895038,10.49649492,-0.8125,-0.390625,0.453238932,,,,
2998,2998,2998,2998,2018_11_17_04_04,recreation_etc,4,0,,0,,,home,6,3,3,-0.274973933,0.117138933,10.49632332,-0.8125,-0.390625,0.45320638,,,,
2999,2999,2999,2999,2018_11_17_04_06,recreation_etc,4,0,,0,,,home,6,3,3,-0.270839713,0.114240688,10.50103934,-0.084090169,-0.479720052,0.705623372,,,,
3000,3000,3000,3000,2018_11_17_04_07,recreation_etc,4,0,,0,,,home,6,3,3,-0.272593137,0.116650977,10.49970688,0.156860352,-0.441674805,0.852246094,,,,
3001,3001,3001,3001,2018_11_17_04_08,recreation_etc,4,0,,0,,,home,6,3,3,-0.269505294,0.126089258,10.48053977,0.156803385,-0.439632161,0.853133138,,,,
3002,3002,3002,3002,2018_11_17_04_09,recreation_etc,4,0,,0,,,home,6,3,3,-0.271944316,0.123552069,10.47915906,0.156363932,-0.43922526,0.853751628,,,,
3003,3003,3003,3003,2018_11_17_04_11,recreation_etc,4,0,,0,,,home,6,3,3,-0.27367588,0.123217652,10.47161153,0.13004006,-0.45305172,0.854139526,,,,
3004,3004,3004,3004,2018_11_17_04_12,recreation_etc,4,0,,0,,,home,6,3,3,-0.27823384,0.121449131,10.47638653,0.140437826,-0.452791341,0.853426107,,,,
3005,3005,3005,3005,2018_11_17_04_14,recreation_etc,4,0,,0,,,home,6,3,3,-0.27626353,0.107615747,10.52926863,0.139860026,-0.452718099,0.855362956,,,,
3006,3006,3006,3006,2018_11_17_04_15,recreation_etc,4,0,,0,,,home,6,3,3,-0.273043616,0.116190542,10.51538121,0.138989258,-0.452718099,0.855501302,,,,
3007,3007,3007,3007,2018_11_17_04_16,recreation_etc,4,0,,0,,,home,6,3,3,-0.274191059,0.12004522,10.50403683,0.145060221,-0.453474935,0.849707031,,,,
3008,3008,3008,3008,2018_11_17_04_18,recreation_etc,4,0,,0,,,home,6,3,3,-0.273169698,0.122151233,10.5031915,0.155118815,-0.453898112,0.844222005,,,,
3009,3009,3009,3009,2018_11_17_04_19,recreation_etc,4,0,,0,,,home,6,3,3,-0.277614856,0.116207879,10.51066374,0.155078125,-0.454166667,0.844042969,,,,
3010,3010,3010,3010,2018_11_17_04_20,recreation_etc,4,0,,0,,,home,6,3,3,-0.271716424,0.118570628,10.51667012,0.155607096,-0.453409831,0.844311523,,,,
3011,3011,3011,3011,2018_11_17_04_22,recreation_etc,4,0,,0,,,home,6,3,3,-0.271052574,0.12006111,10.50369149,0.062182452,-0.541720948,0.706626172,,,,
3012,3012,3012,3012,2018_11_17_04_23,recreation_etc,4,0,,0,,,home,6,3,3,-0.261411354,0.070141242,10.36942028,-0.092724609,-0.535009766,0.813810221,,,,
3013,3013,3013,3013,2018_11_17_04_23,recreation_etc,4,0,,0,,,home,6,3,3,-0.272378337,0.122703844,10.49896375,-0.092724609,-0.535009766,0.813810221,,,,
3014,3014,3014,3014,2018_11_17_04_24,recreation_etc,4,0,,0,,,home,6,3,3,-0.278059853,0.118484834,10.49515175,-0.088850911,-0.543253581,0.809155273,,,,
